
Name                                                                            Value
Microsoft.EnterpriseCloud.Monitoring.Test.MicrosoftMonitoringAgent              1.0.11049.1
Microsoft.GuestConfiguration.ConfigurationForLinux                              1.26.104
Microsoft.GuestConfiguration.ConfigurationforWindows                            1.29.104.0
Microsoft.HpcCompute.AmdAmaDriverLinux                                          1.1.0.2
Microsoft.HpcCompute.AmdGpuDriverLinux                                          1.0.0.3
Microsoft.HpcCompute.AmdGpuDriverWindows                                        1.5.0.5
Microsoft.HpcCompute.Edp.AmdAmaDriverLinux                                      1.1.0.2
Microsoft.HpcCompute.Edp.AmdGpuDriverLinux                                      1.0.0.3
Microsoft.HpcCompute.Edp.AmdGpuDriverWindows                                    1.5.0.5
Microsoft.HpcCompute.Edp.NvidiaGpuDriverLinux                                   1.13.0.2
Microsoft.HpcCompute.Edp.NvidiaGpuDriverWindows                                 1.10.0.9
Microsoft.HpcCompute.InfiniBandDriverLinux                                      1.4.0.0
Microsoft.HpcCompute.InfiniBandDriverWindows                                    1.8.0.0
Microsoft.HpcCompute.NvidiaGpuDriverLinux                                       1.13.0.2
Microsoft.HpcCompute.NvidiaGpuDriverWindows                                     1.10.0.9
Microsoft.HpcPack.HPCAcmAgent                                                   1.0.47.0
Microsoft.HpcPack.HPCAcmAgentWin                                                1.0.18.0
Microsoft.HpcPack.HPCComputeNode                                                16.3.8322.0
Microsoft.HpcPack.LinuxNodeAgent                                                1.7.11.2
Microsoft.HpcPack.LinuxNodeAgent2016                                            2.1.6.0
Microsoft.HpcPack.LinuxNodeAgent2016U1                                          16.3.8329.0
Microsoft.Interceptor.LogCollector                                              1.0.2
Microsoft.M365.Cosmic.Compute.Windows.Node                                      2.16.0.0
Microsoft.M365AzsecpackAutoconfig.CentralNamespaceConfigure.decnf               1.10
Microsoft.M365Security.Kevlar.Test.HostIDSExtension-NON-PROD                    1.0.0.12
Microsoft.M365Security.Kevlar.Test.ODLExtension-NON-PROD                        1.1.0.12
Microsoft.M365Security.Kevlar.Test.SecureOSExtension-NON-PROD                   1.11.0.3
Microsoft.M365Security.Kevlar.Test.TestExtension                                1.0.0.1
Microsoft.M365Security.Kevlar.Test.TLSExtension-NON-PROD                        1.0.0.12
Microsoft.M365Security.Kevlar.Watchdog                                          1.1.0.0
Microsoft.ManagedIdentity.ManagedIdentityExtensionForLinux                      1.0.0.14
Microsoft.ManagedIdentity.ManagedIdentityExtensionForWindows                    1.0.0.14
Microsoft.ManagedServices.ApplicationHealthLinux                                2.0.19
Microsoft.ManagedServices.ApplicationHealthWindows                              2.0.23
Microsoft.ManagedServices.Edp.ApplicationHealthLinux                            2.0.12
Microsoft.ManagedServices.Edp.ApplicationHealthWindows                          2.0.13
Microsoft.Network.Bastion.Linux.Development                                     1.0.1
microsoft.o3fnet.LkgDnsPluginGenevaAgentLauncherExtension                       1.3.0.0
microsoft.o3fnet.LkgDnsPluginManagerExtension                                   1.11.0.0
Microsoft.OSTCExtensions.AzureDiskEncryptionForLinux                            0.1.0.999105
Microsoft.OSTCExtensions.AzureEnhancedMonitorForLinux                           3.0.1.0
Microsoft.OSTCExtensions.CustomScriptForLinux                                   1.5.4
Microsoft.OSTCExtensions.DSCForLinux                                            3.8.10
Microsoft.OSTCExtensions.Edp.DSCForLinux                                        3.8.10
Microsoft.OSTCExtensions.Edp.VMAccessForLinux                                   1.5.13
Microsoft.OSTCExtensions.LinuxDiagnostic                                        2.3.9029
Microsoft.OSTCExtensions.Null                                                   2.1.0.0
Microsoft.OSTCExtensions.OSPatchingForLinux                                     2.3.0.1
Microsoft.OSTCExtensions.RDMAUpdateForLinux                                     0.1.0.9
Microsoft.OSTCExtensions.Test.AzureDiagnosticsLinuxExtIaaS7.Test                1.0.0.0
Microsoft.OSTCExtensions.Testing.EvNullWindows                                  1.0.0
Microsoft.OSTCExtensions.VMAccessForLinux                                       1.5.21
Microsoft.OSTCExtensions.VMBackupForLinuxExtension                              0.1.0.993
Microsoft.Powershell.DSC                                                        2.83.5
Microsoft.Powershell.Test.DSC                                                   3.1.1
Microsoft.Security.CRED.Defender.Credactor                                      1.2.3
Microsoft.Security.CRED.Defender.Credactor-Linux                                1.1.1
Microsoft.Security.CRED.Defender.Credactor-Linux-Test                           1.0.22
Microsoft.Security.CRED.Defender.Credactor.Test                                 1.2.3
Microsoft.Sentinel.AzureMonitorAgentExtensions.MicrosoftDnsAgent                1.4.10
Microsoft.Sentinel.AzureMonitorAgentExtensions.MicrosoftSapAgent                0.0.8
Microsoft.Sentinel.SapAgentExtensions.MicrosoftSapAgent                         0.0.7
Microsoft.ServicesHub.ADAssessmentPlus                                          1.7
Microsoft.ServicesHub.ADSecurityAssessment                                      1.8
Microsoft.ServicesHub.AssessmentPlatform                                        4.9
Microsoft.ServicesHub.AzureAssessment                                           1.14
Microsoft.ServicesHub.ExchangeAssessment                                        1.7
Microsoft.ServicesHub.ExchangeOnlineAssessment                                  1.13
Microsoft.ServicesHub.SCCMAssessmentPlus                                        1.9
Microsoft.ServicesHub.SCOMAssessmentPlus                                        1.7
Microsoft.ServicesHub.SFBAssessment                                             1.8
Microsoft.ServicesHub.SFBAssessmentPlus                                         1.2
Microsoft.ServicesHub.SharepointOnlineAssessment                                1.12
Microsoft.ServicesHub.SPAssessment                                              1.7
Microsoft.ServicesHub.SQLAssessmentPlus                                         1.8
Microsoft.ServicesHub.WindowsClientAssessmentPlus                               1.6
Microsoft.ServicesHub.WindowsServerAssessment                                   1.9
Microsoft.SiteRecovery.Dra.Windows                                              1.0.0.8
Microsoft.SoftwareUpdateManagement.LinuxOsUpdateExtension                       1.0.59.0
Microsoft.SoftwareUpdateManagement.Test.LinuxOsUpdateExtension                  2.10.6.0
Microsoft.SoftwareUpdateManagement.Test.WindowsOsUpdateExtension                2.11.7.0
Microsoft.SoftwareUpdateManagement.Test.WinOsUpdateExtension                    2.3.0.0
Microsoft.SoftwareUpdateManagement.WindowsOsUpdateExtension                     1.0.33.0
Microsoft.SqlServer.Management.SqlIaaSAgent                                     2.0.225.0
Microsoft.SqlServer.Management.SqlIaaSAgentLinux                                1.0.7.12
Microsoft.SqlServer.Management.Test.SqlIaaSAgentLinuxTest                       1.0.2.0
Microsoft.StorageSync.AzureFileSyncAgentExtension                               1.0.9
Microsoft.SystemCenter.MSEnterpriseApplication                                  1.0.5.0
Microsoft.Test.Azure.Workloads.MonitoringExtensionLinux                         1.0.94.12
Microsoft.Test.Azure.Workloads.MonitoringExtensionWindows                       1.0.95.2
Microsoft.Test.Azure.Workloads.WorkloadsExtensionLinux                          1.10.0.4
Microsoft.Test.Azure.Workloads.WorkloadsExtensionWindows                        1.10.0.0
Microsoft.TestSqlServer.Edp.TestSqlIaaSAgent                                    2.0.0.18
Microsoft.TestSqlServer.Edp.TestSqlIaaSAgentLinux                               1.0.16
Microsoft.VisualStudio.Azure.ETWTraceListenerService.VSETWTraceListenerService  1.0.0.0
Microsoft.VisualStudio.Azure.RemoteDebug.VS14CTPDebugger                        1.0.0.6
Microsoft.VisualStudio.Azure.RemoteDebug.VS2012Debugger                         1.0.0.2
Microsoft.VisualStudio.Azure.RemoteDebug.VS2013Debugger                         1.0.0.2
Microsoft.VisualStudio.Azure.RemoteDebug.VSRemoteDebugger                       1.1.4.0
Microsoft.VisualStudio.Services.TeamServicesAgent                               1.33.1.1
Microsoft.VisualStudio.Services.TeamServicesAgentLinux                          1.26.2.0
Microsoft.Windows.AzureRemoteApp.Test.AzureRemoteAppTestAgentV2                 1.0
Microsoft.WindowsAzure.Compute.AzureLogCollector                                1.0.0.9
NewRelic.Infrastructure.Extensions.newrelic-infra                               1.2.15
NewRelic.Infrastructure.Extensions.newrelic-infra-windows                       1.4.12
OctopusDeploy.Tentacle.OctopusDeployWindowsTentacle                             2.0.207
puppet.PuppetAgent                                                              1.5.2
PuppetLabs.PuppetEnterpriseAgent                                                2016.1.2
PureStorage.Extensions.IscsiDiagnosticsReadOnlyLinux                            1.1.0.0
PureStorage.Extensions.IscsiDiagnosticsReadOnlyWindows                          1.1.0.0
PureStorage.Extensions.MountIscsiLinux                                          1.1.0.0
PureStorage.Extensions.MountIscsiWindows                                        1.1.0.0
Qualys.LinuxAgent.AzureSecurityCenter                                           1.0.0.20
Qualys.LinuxAgent.GrayLabel.QualysAgentGL                                       1.0.0.2
Qualys.QualysAgent                                                              3.1.3.34
Qualys.QualysAgentLinux                                                         1.6.1.5
Qualys.WindowsAgent.AzureSecurityCenter                                         1.0.0.21
Qualys.WindowsAgent.GrayLabel.QualysAgentGL                                     1.0.0.2
Rapid7.InsightPlatform.InsightAgentLinux                                        2.0.0.7
Rapid7.InsightPlatform.InsightAgentWindows                                      2.0.0.7
SentinelOne.LinuxExtension.LinuxExtension                                       1.2.2
SentinelOne.WindowsExtension.Test.WindowsExtension                              1.4.16
SentinelOne.WindowsExtension.WindowsExtension                                   1.4.16
Site24x7.Site24x7ApmInsightExtn                                                 1.9.0.0
Site24x7.Site24x7LinuxServerExtn                                                1.8.0.0
Site24x7.Site24x7WindowsServerExtn                                              1.8.0.0
Spektra.Cloudlabs.CloudLabsWindowsAgent                                         0.0.0.17
Stackify.LinuxAgent.Extension.StackifyLinuxAgentExtension                       1.0.0.21
StatusReport.Diagnostics.Test.IaaSDiagnostics                                   0.27.0.0
SUSE.AzureHybridBenefit.AHBForSLES                                              1.0.6
Symantec.CloudWorkloadProtection.SCWPAgentForLinux                              3.4.2.0
Symantec.CloudWorkloadProtection.SCWPAgentForWindows                            3.4.0.0
Symantec.CloudWorkloadProtection.Test.SCWPAgentForLinuxTest                     3.0.4.0
Symantec.CloudWorkloadProtection.Test.SCWPAgentForWindowsTest                   5.4.0.0
Symantec.CloudWorkloadProtection.TestOnStage.SCWPAgentForLinuxTestOnStage       3.7.0.0
Symantec.CloudWorkloadProtection.TestOnStage.SCWPAgentForWindowsTestOnStage     1.8.0.0
Symantec.SymantecEndpointProtection                                             12.1.7007.6505
Tanium.Client.TaniumClientLinux                                                 1.2.9.0
Tanium.Client.TaniumClientWindows                                               1.2.9.0
TeamViewer.AzureVMExtension.TeamViewerExtension                                 1.0.0.1
Tenable.NessusAgent.Linux                                                       1.0.1.10
Tenable.NessusAgent.Windows                                                     1.0.1.8
Test.Microsoft.VisualStudio.Services.ReleaseManagement1                         1.0.0.0
Test.TrendMicro.DeepSecurity.TrendMicroDSA                                      10.0.0.10705
Test.TrendMicro.DeepSecurity.TrendMicroDSALinux                                 10.0.0.10601
TrendMicro.DeepSecurity.TrendMicroDSA                                           10.0.0.107
TrendMicro.DeepSecurity.TrendMicroDSALinux                                      10.0.0.106
TrendMicro.PortalProtect.PortalProtectExtension                                 2.1
turtletraction.oss.salt-minion.linux                                            1.1.0.0
turtletraction.oss.salt-minion.windows                                          1.1.0.0
Vormetric.VormetricTransparentEncryptionAgent                                   5.2.339.0
WAD2AI.Diagnostics.Test.IaaSDiagnostics                                         0.23.0.0
WAD2EventHub.Diagnostics.Test.IaaSDiagnostics                                   0.1.0.0
Xitoring.XitogentLinux                                                          1.0.0.1
Xitoring.XitogentWindows                                                        1.0.0.1

