
name                                     publisher                                                   version
AmdGpuDriverWindows                      Microsoft.HpcCompute.Edp                                    1.5.0.5
TeamViewerExtension                      TeamViewer.AzureVMExtension                                 1.0.0.1
NvidiaGpuDriverLinux                     Microsoft.HpcCompute.Edp                                    1.13.0.2
NvidiaGpuDriverWindows                   Microsoft.HpcCompute.Edp                                    1.10.0.9
AADLoginForWindows                       Microsoft.Azure.ActiveDirectory                             2.2.0.0
AADSSHLoginForLinux                      Microsoft.Azure.ActiveDirectory                             1.0.3322.1
Workload.WLILinuxExtension               Microsoft.Azure.Monitor.Workloads                           0.4.20
AzureRemoteAppTestAgentV2                Microsoft.Windows.AzureRemoteApp.Test                       1.0
GATestExtGo                              Microsoft.Azure.Extensions.Edp                              1.2.0.0
LinuxHibernateTestExtension              Microsoft.Azure.Extensions.Edp                              1.0.1
dtmanaged                                dynatrace.ruxit                                             1.4.0.13
RunCommandHandlerLinuxTest               Microsoft.Azure.Extensions.Edp                              1.14.0
oneAgentLinux                            dynatrace.ruxit                                             2.300.0.3
RunCommandHandlerWindowsTest             Microsoft.Azure.Extensions.Edp                              2.0.11
oneAgentManagedWindows                   dynatrace.ruxit                                             1.0.0.4
oneAgentWindows                          dynatrace.ruxit                                             2.300.0.3
WindowsHibernateTestExtension            Microsoft.Azure.Extensions.Edp                              1.0.6
ApplicationHealthLinux                   Microsoft.ManagedServices.Edp                               2.0.12
ApplicationHealthWindows                 Microsoft.ManagedServices.Edp                               2.0.13
AgentWinExt                              bmc.ctm                                                     9.0.0.1
GuestHealthLinuxAgent                    Microsoft.Azure.Monitor.VirtualMachines.GuestHealth         1.0.54
GuestHealthWindowsAgent                  Microsoft.Azure.Monitor.VirtualMachines.GuestHealth         1.0.54
ManagedIdentityExtensionForLinux         Microsoft.ManagedIdentity                                   1.0.0.14
ManagedIdentityExtensionForWindows       Microsoft.ManagedIdentity                                   1.0.0.14
ODLExtension                             KevlarExtensions.M365SecurityODL                            1.114.0.0
ConferForAzure                           Confer                                                      1.0.5.40
LogzioLogExtensionLinux                  logzio                                                      1.0.0
BGInfo                                   Microsoft.Compute                                           2.2.5
CustomScriptExtension                    Microsoft.Compute                                           1.10.20
JsonADDomainExtension                    Microsoft.Compute                                           1.3.14
VMAccessAgent                            Microsoft.Compute                                           2.4.14
MonitoringExtensionLinux                 Microsoft.Azure.Workloads                                   1.0.94.12
MonitoringExtensionWindows               Microsoft.Azure.Workloads                                   1.0.94.12
WorkloadsExtensionLinux                  Microsoft.Azure.Workloads                                   1.0.26.1
TestMSILinuxExtension                    Microsoft.Azure.Test.Identity                               1.0.0.7
WorkloadsExtensionWindows                Microsoft.Azure.Workloads                                   1.0.26.1
TestMSIWindowsExtension                  Microsoft.Azure.Test.Identity                               1.0.0.11
AdvancedThreatProtection.Windows         Microsoft.Azure.AzureDefenderForSQL                         2.0.3311.312
VulnerabilityAssessment.Windows          Microsoft.Azure.AzureDefenderForSQL                         2.0.2354.98
Linux                                    Tenable.NessusAgent                                         1.0.1.10
EdgeRemoteSupport                        Microsoft.AzureStack.Observability                          1.0.10.2
Windows                                  Tenable.NessusAgent                                         1.0.1.8
LinuxEdgeObservability                   Microsoft.AzureStack.Observability                          0.0.0.91
OperatorCopilot                          Microsoft.AzureStack.Observability                          1.0.10.0
ServiceFabricMCNode-Alsantam             Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.1.0.1
TelemetryAndDiagnostics                  Microsoft.AzureStack.Observability                          2.0.33.0
ServiceFabricMCNodeMarTest               Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.39.0.0
SfmcBootstrapAlsantam                    Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.4.0.4
FleetDiagnosticsForLinux                 Microsoft.Azure.FleetDiagnostics                            2.19.62023
ServiceFabricMCNode-Test                 Microsoft.Azure.ServiceFabric.MC.Test                       1.6.0.0
SFMCBootstrapDSAS                        Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.2.0.0
SFMCBootstrapMi                          Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.3.0.0
ServiceFabricMCNodeArm-Test              Microsoft.Azure.ServiceFabric.MC.Test                       1.6.0.0
FleetDiagnosticsForWindows               Microsoft.Azure.FleetDiagnostics                            3.0.3002
SFMCBootstrapMi2                         Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.2.0.0
ServiceFabricMCNodeLinux-Test            Microsoft.Azure.ServiceFabric.MC.Test                       1.6.0.0
SFMCBootstrapMigration-Test              Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.0.0.1
SfmcSetup-Test                           Microsoft.Azure.ServiceFabric.MC.Test                       1.4.0.0
SfmcSetupArm-Test                        Microsoft.Azure.ServiceFabric.MC.Test                       1.4.0.0
SFMCBootstrapSpot                        Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.0.0.2
SfmcSetupLinux-Test                      Microsoft.Azure.ServiceFabric.MC.Test                       1.4.0.0
SfmcSetupAlsantam                        Microsoft.Azure.ServiceFabric.MC.PrivateTest                1.3.0.2
SfmcSetupMarTest                         Microsoft.Azure.ServiceFabric.MC.PrivateTest                0.12.0.0
GenevaMonitoring                         Microsoft.Azure.Geneva                                      2.57.0.2
SFMCSetupMi                              Microsoft.Azure.ServiceFabric.MC.PrivateTest                0.3.0.0
GenevaMonitoringARM64                    Microsoft.Azure.Geneva                                      2.54.0.4
LinuxPatchExtension                      Microsoft.CPlat.Core.Edp                                    1.6.5
SFMCSetupMigration-Test                  Microsoft.Azure.ServiceFabric.MC.PrivateTest                0.1.0.2
VMApplicationManagerLinux                Microsoft.CPlat.Core.Edp                                    1.0.12
VMApplicationManagerWindows              Microsoft.CPlat.Core.Edp                                    1.0.12
WindowsPatchExtension                    Microsoft.CPlat.Core.Edp                                    1.5.16
GenevaMonitoringTest                     Microsoft.Azure.Geneva                                      2.63.0.11
OSTelemetryForWindows                    Microsoft.Azure.OSTelemetry                                 1.1.16
TrendMicroDSA                            Test.TrendMicro.DeepSecurity                                10.0.0.10705
ChangeTracking-Linux                     Microsoft.Azure.ChangeTrackingAndInventory                  2.35.0.0
TrendMicroDSALinux                       Test.TrendMicro.DeepSecurity                                10.0.0.10601
ChangeTracking-Windows                   Microsoft.Azure.ChangeTrackingAndInventory                  2.35.0.0
XitogentLinux                            Xitoring                                                    1.0.0.1
LinuxAgent.AzureSecurityCenter           Qualys                                                      1.0.0.20
XitogentWindows                          Xitoring                                                    1.0.0.1
QualysAgent                              Qualys                                                      3.1.3.34
QualysAgentLinux                         Qualys                                                      1.6.1.5
McAfeeEndpointSecurity                   McAfee.EndpointSecurity                                     6.0
WindowsAgent.AzureSecurityCenter         Qualys                                                      1.0.0.21
Compute.AKS-Engine.Linux.Billing         Microsoft.AKS                                               1.0.0
CloudLinkSecureVMLinuxAgent              CloudLinkEMC.SecureVM                                       6.8.93.0
CloudLinkSecureVMWindowsAgent            CloudLinkEMC.SecureVM                                       6.8.93.0
Compute.AKS-Engine.Windows.Billing       Microsoft.AKS                                               1.0.0
Compute.AKS.Linux.AKSNode                Microsoft.AKS                                               1.400
Compute.AKS.Linux.Billing                Microsoft.AKS                                               1.0.0
Compute.AKS.Windows.AKSNode              Microsoft.AKS                                               2.115
Compute.AKS.Windows.Billing              Microsoft.AKS                                               1.0.0
AzureDiskEncryptionForLinux              Microsoft.OSTCExtensions                                    0.1.0.999105
AzureEnhancedMonitorForLinux             Microsoft.OSTCExtensions                                    3.0.1.0
CustomScriptForLinux                     Microsoft.OSTCExtensions                                    1.5.4
DSCForLinux                              Microsoft.OSTCExtensions                                    3.8.10
SecurityInventoryExtension               KevlarExtensions.M365SecurityInventory                      1.14.0.0
StarboardSherpaExtension                 KevlarExtensions.M365SecurityInventory                      1.23.0.0
LinuxDiagnostic                          Microsoft.OSTCExtensions                                    2.3.9029
Null                                     Microsoft.OSTCExtensions                                    2.1.0.0
OSPatchingForLinux                       Microsoft.OSTCExtensions                                    2.3.0.1
ProxyAgentLinux                          Microsoft.CPlat.ProxyAgent                                  1.0.39
RDMAUpdateForLinux                       Microsoft.OSTCExtensions                                    0.1.0.9
LinuxHibernateExtension                  Microsoft.CPlat.Core                                        1.0.1
VMAccessForLinux                         Microsoft.OSTCExtensions                                    1.5.21
LinuxPatchExtension                      Microsoft.CPlat.Core                                        1.6.64
NullLinux                                Microsoft.CPlat.Core                                        4.0.1
VMBackupForLinuxExtension                Microsoft.OSTCExtensions                                    0.1.0.993
ProxyAgentLinuxTest                      Microsoft.CPlat.ProxyAgent                                  1.0.39
NullSeqA                                 Microsoft.CPlat.Core                                        2.0.1
ProxyAgentWindows                        Microsoft.CPlat.ProxyAgent                                  1.0.39
NullSeqB                                 Microsoft.CPlat.Core                                        2.0.1
NullWindows                              Microsoft.CPlat.Core                                        4.0.0
NullWindows2                             Microsoft.CPlat.Core                                        2.10.0
ProxyAgentWindowsTest                    Microsoft.CPlat.ProxyAgent                                  1.0.39
NullWindowsEmergency                     Microsoft.CPlat.Core                                        1.2.0
FileServerIaaS                           Microsoft.Azure.FileServer.Edp                              1.0.0.1
NullWindowsEmergency1                    Microsoft.CPlat.Core                                        1.1.1
OtherNullLinux                           Microsoft.CPlat.Core                                        3.0.1
OtherNullWindows                         Microsoft.CPlat.Core                                        4.0.2
RunCommandHandlerLinux                   Microsoft.CPlat.Core                                        1.3.18
RunCommandHandlerWindows                 Microsoft.CPlat.Core                                        2.0.19
MyBackupTest                             Microsoft.Azure.Backup.Test                                 1.0.139.0
RunCommandLinux                          Microsoft.CPlat.Core                                        1.0.9
MyBackupTestLinuxInt                     Microsoft.Azure.Backup.Test                                 1.0.9175.0
RunCommandWindows                        Microsoft.CPlat.Core                                        1.1.22
VMApplicationManagerLinux                Microsoft.CPlat.Core                                        1.0.16
VMApplicationManagerWindows              Microsoft.CPlat.Core                                        1.0.16
CAPZ.Linux.Bootstrapping                 Microsoft.Azure.ContainerUpstream                           1.1.1
WindowsHibernateExtension                Microsoft.CPlat.Core                                        1.0.3
Linux                                    Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
CAPZ.Windows.Bootstrapping               Microsoft.Azure.ContainerUpstream                           1.0.0
WindowsPatchExtension                    Microsoft.CPlat.Core                                        1.5.80
LinuxOL6Test                             Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
LinuxOL7                                 Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
FileSecurity                             ESET                                                        7.2.12004.1002
LinuxRHEL6                               Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
DxEnterpriseForLinux                     Dh2ico                                                      20.0.218
LinuxRHEL7Test                           Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
DxEnterpriseForWindows                   Dh2ico                                                      20.0.246
AzureSecurityLinuxAgent                  Microsoft.Azure.Security.Monitoring                         2.33.1089
LinuxSLES11SP3Test                       Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
AzureSecurityLinuxAgentTest              Microsoft.Azure.Security.Monitoring                         2.29.809
AzureMigrateCollectorForLinux            Microsoft.Azure.Migrate                                     1.0.0.15
AzureSecurityWindowsAgent                Microsoft.Azure.Security.Monitoring                         1.8.0.76
LinuxSLES11SP4Test                       Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
AzureMigrateCollectorForWindows          Microsoft.Azure.Migrate                                     1.0.0.15
SCWPAgentForLinuxTest                    Symantec.CloudWorkloadProtection.Test                       3.0.4.0
LinuxUBUNTU1404                          Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
SCWPAgentForWindowsTest                  Symantec.CloudWorkloadProtection.Test                       5.4.0.0
LinuxUBUNTU1604                          Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
WindowsTest                              Microsoft.Azure.SiteRecovery.Test                           1.5.26.57
LkgDnsPluginGenevaAgentLauncherExtension microsoft.o3fnet                                            1.3.0.0
LkgDnsPluginManagerExtension             microsoft.o3fnet                                            1.11.0.0

